3f24bh|ctl4185 ctkxkph ctkzk61 ctkvsmg ctl6p74 ctl7q1t ctkltg8 ctl1inc ctlgwv0 ctlhj9u ctl7nql ctkz0n0 ctlaksy ctli6ac ctlf1x1 ctl1izf ctlf6r0 ctkmle5 ctkzj71 ctkqnud ctleycm ctl5hin ctl1i72 ctl3qxj ctkz0jl ctl7ehe ctkw856 ctkz4y7 ctl0mgr ctkxal0 ctkzck3 ctkxv9g ctl0sa8 ctl9rno ctlm8tb ctlgyze ctl248r|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3f5o8v|ctli043 ctm65x2|1 0
3faf17|ctmrnol|1
3fawbv|ctn0f41 ctnebfc ctnl2sm ctnamnd ctn0nz3 ctnseyg ctnqqi6|0 0 0 1 0 0 0
3fbr1r|ctnsfjq ctntcm5 ctn55r1 ctn53ku ctnpq9s ctnlzgg ctnv39x ctns125 ctnvuaa ctnnkue ctnr8pn ctnkp4l ctn615c ctnskfa ctnlgb1 ctni8kl ctnpaw7 cto12oz ctnxcja ctnl0ka ctnges3 ctntjc0 ctnlnv0 ctnrsw1 ctncypr ctnq060 ctnsuf7 ctnrd5e ctnm62e|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3fbz54|ctogeyc ctng1on ctn973f ctna5wz ctn9fdb ctnesxq|0 0 0 0 0 1
3fc7kh|ctnbtft ctnahir ctna5xy ctnb35c|0 0 0 0
50l0og d74wobl d74ynxz|d74yy8i d74ywc1 d754ird|0 0 0
50l70b|d74zdxu|1
50l8do|d75eg27 d7570tq d75hcgx d75bvr2 d75u4fo d75zuuu d75j03j d767jzw d75bc71 d75x0hv d760lh3 d75o7ox d74yied d75eugg d75bx7n d7540r4 d7504r2 d750f08 d758epw d75149c d755j8n d750at6 d75frio d755cvn d750c1x d75p1h2 d75ag4b d75bgw0 d75bdyz d7597dd d75ckgn d75qt9a d75c6uz d750wmh d75c9t9 d75h71x d75btb3 d75xk1l d75jfxq d75w33y d756mee d75cuoy d75bbyu d75iuu9 d756v10 d7597zn d75fcmv d75m0ra d751fi7 d758jkv d75845e d7668vg d75fu19 d75jk4m d75qf7c d75d81d d755q6a d75eo3p d75qypg d75ncz0 d75l0m2 d74yvbj d750z4w d74yk6k d75jwu0 d754ogt d75e9nj d75r7kd d75pi5c d75gnok d768nu7 d75grm2 d759aiz|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50l8do d75at2a|d75d3cy d75rvg0 d75ecp7 d75d9sq d75csr1|0 0 1 0 0
50n601 d75lyq0|d75t0rp d75sfn0|1 0
50nfqp|d75lkki d75ewjd|0 1
50npg4|d75heuz d75hzg4 d75mqkx d75hi4o d75udf8|0 0 0 0 0
50o84n|d75lv3v|1
50oe7f|d75n59l d75npj9|0 1
50ougi|d75qyns d75rane d75seou d75uiyl d75r5z7 d75qyw0 d75r1un d75reaa|0 0 0 0 0 0 0 0
50oyhd d76dsgv|d76eccj|1
50paeo|d75vccu d75uuot|0 0
50pv0e|d75zv8d d7606l6 d76cjzc|1 0 0
50qe7g d7649wi|d766jk1|1
50sx2q|d77jwhk d76pdf3 d76uhl4 d77ohsd d76xj6k d76tnh3 d76xrv3 d771h5q d76wct6 d76uvnn d76xsvz d76u582 d76zl51 d7701fk d76to0g d778v2n d7703ml d76pcrd d76sgqd d76tg32 d76sw8y d773cr0 d76v1eh d76uvyp d76sq5z d76tw3f d776cbo d7704jk d76t5lz d776ccz d77k6m9 d76w0e7 d76udqv d76zdfs d76w9k2 d76uorn d772s4i d76vawc d76t7ym d76y6ey d76uzl5 d76xdo6 d770mje d7739to d76vhev d7705vt d76rcjr d76uspo d76t4ro d76nysh d76tc2j d76t4xz d76rf31 d76tzet d76uak4 d76osf7 d76qg0l d76vdv4 d76twdm d76x4r1 d76yaa0 d76xaae d77nddg d76v7it d76rffi d76u1pc d76t35h d76wsao d7753k8 d76vp3r d76und8 d76ytva d76p8ph d76u3de d779mdr d76ykxo d76ouoe d76rr1n d76y0vh d76u48e d76wq4q d7700ul d76t8rw d76prer d770892 d76no8m d76wfd9 d76sc5f d76s3cl d76x29x d76x15n d777c3u d76spp6 d76wtoy d76sqp0 d76nsyl d76tivr d77a5f4 d76vmj3 d77070d d76vkd3 d76wevf d76v4og d76xo94 d76sl2k d76ydgx d76xesr d76wvuq d77wq90 d76xp43 d76wn9g d76yfzm d76zm51 d77ppza d76z52h d7ax0sl d76s0xn d76ue62 d76x7qz d76uc43 d76oxbt d76wl65 d76ygvc d76rd33 d76v73k|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50t7mg d76s9x5|d76zxo2|1
50t9sv d76tj9z d76u2u1 d76ub60 d76uvn9|d76wkih|1
50tf5x|d76vdf5 d770rsn d76sq39 d76tdpq d7779ru d7743ef d770prm d76zwff|0 0 0 0 0 0 0 0
50tfjo|d775m59 d76socp d77k6f0 d777ujl d77bey7 d7759vn d77vph8 d779svd d76zs7n|0 0 0 0 1 0 0 0 0
50u40n|d76y2fo d76xt2g d76y6h2 d770zau d76xwle d76xx5u d76xzmm d77bx13 d76xok7 d76xjr1 d7721mx d76xo8p d778lr9|0 1 0 0 0 0 0 0 0 0 0 0 0
50uuah|d77o6xb d77w9wl d77av3p d774y6i d77iek3 d77bbmk d77po5w d77vqr2 d77cg2u d778lxb d77l0iv d77bnsk d77n0ct d77n99a d77bn6a d787f0d d77eotz d7789lv d77n8gw d77fmma d77d6yq d77n78k d7751ub d7772bg d77gpgc d77w8nx d77fv28 d7758ep d77p4d8 d77vdx8 d782pfu d77ho0q d77o882 d77e7x8 d77c4qg d77sowv d77avyx d77xxsc d77jmzz d77dj73 d77mntf d776nvt d77p72u d77m6li d78e99e d789ok5 d77w0fo d77p3q5 d785l03|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50v59b d777b81|d77h7ab d77hso1 d777no3|0 0 0
50vfey|d77cgrr d77f3hf d77czxb d779kgx|0 0 0 0
50vich|d77ldx1 d77a1ao d77gd6s d77pha6 d77c8k5 d779und d798h72 d77b68z d779x9j d77a5y5|0 0 0 0 0 0 0 0 0 1
50vuhx|d77q4mb d77mtxr d77cs2a d77cige d77m1cj d77j5ry d77cxxi d77ejs2 d77d4zo d77cm91 d77cqxz d77d9jq|0 0 0 0 0 0 0 0 0 0 0 0
50w2vr|d77gf8m d77fjd2 d77ezew d77eggy|0 0 0 0
50w9zo|d77htwl d77hief d77g1jo d77gfkq d77gbu8 d77gky5 d77gbx8|0 0 0 0 0 0 0
50y8fc d77xt3a|d78322o d781cqn|0 1
50yht4|d77xkpb d78eerf d781qns d782d8j d7802g0 d783ohd d78482s d7802ux d785i01 d787rvk d77wjho d77yxst d784yuw d77x8q4 d784iu3 d77wj8j d783dl4 d77xjk8 d78bcow d7859h9 d78h04w d784qpc|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50ylk2|d78m8tp d787r5l d786ljw d782i07 d78aynt d782lmd d78q0xh d783ojr d78etai d78schn d78s7si d78jlcv d78bnr7 d787ywk d783lp8 d78cu88 d77x89i d78erou d789rzm d78fg4w d78kj8x d78xfuj d787irc d78lpxb d78epfi d78c9fo d782123 d77x5f9 d784grl d78ae66 d78ex3r d78z5nf d78oncg d78c84g d78dfzg d78lsc5|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
50yzep|d781n57 d7896xf d78nh2k d781n2k d77znf1 d7835h9 d78ft0a d78o9q4 d78myz1 d78imwz|0 0 0 0 0 0 0 0 0 0
50z0k4 d785k9h d786m6k|d7897lw|1
50zfit d783b8r|d789gjg d78ojm8 d78q4h5 d788238 d78k49d|0 0 0 1 0
510hq6 d78bxqi|d78cr9v d78kzcr|1 0
510lng d78cwh9|d78zcsi d792ah8|0 0
51101h|d78gauj d78gzcm d78g36c d78g27k|1 0 0 0
512zz3|d793etc d7959yx d795nl2 d797dg6 d79km5k d79hkpv d79hjyb d78wk4z d79ujsf d793abj d793waw d798ghi d7954f1 d79j9cp d79i1r3 d796k02 d793f2r d795x99 d79orew d79618o d798pcg d79zzjy d79bgf7 d794v29 d792yov d796n7o d794qfo d79hpcc d79cmsl d7a6isw d797t0v d7965w7 d79frf9 d792zkv d792tf9 d794pkg d795dll d794jx6 d793pl3 d794d98 d79aeyz d7932t2 d794vei d798spj|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
513gfz d78zm8q|d79085s d792cjj d78zu8z d79tgzq d79njtm d79is11 d796ib9 d79esei d79cmoj d797jtl d791uz0 d7992de d797lz5 d797e5y d79hxfr|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
513gfz d799cm8|d79c2g0 d79nau0|1 0
5140ox|d79d83t d799frm d79xipl d79mx13 d79dal6 d79cmkq d799wtp d795sor d79c4yo d79tg76 d79kj63 d7965gh d79dk2s d798e3c d79ehuc d7994qn d7972yk d798w11 d797t55 d79eacj d79hjb2 d79odd0 d7981sl d7976e7 d796mwh d79f28c d79dggn d79gjrq d79ewiu d7amjmt d79s8up d79btea d79ctht d79fxv0 d7990gn d79hz3m d7951pm d79b52w d79fe6y d79ouix d79alss d79thw6 d798ggi d798pd9 d799lyj d79mv6m d79jviy d79acpz d79e0zt d798p8x d79jhgs d795zg0 d79rx2p d799a4y d796hcm d79b366 d79ab1m d79ggzr d79byhx d799i3g d798ja0 d7971cl d79gwg1 d7981d4 d79bq9v d7b4xn8 d79v8lc d79a3fn d79w3f6 d79kker d799k0d d794shn d79bx27 d79f0fd d79msxl d79barw d799gfw d79ehmg d79catw d797ztt d79xwyl d79nfgq d79q6on d79hoiy d79cc1g d79dcd5 d7995l6 d795ivb d79gml3 d79f72t d79ee0a d7946qm d79dqnm d79kbiw d798b67 d79h0hv d79fjcc d796zit d79i8bo d7a052x d797gp6 d79nma9 d798k78 d79ap3d d79pgqn d79m13b d797tvn d79ej3q d79809w d79n43m d79g17t d79az9o d79h758 d796ik2 d79bwku d799t20 d79gl9h d79mebp d798vno d79epff d797c3r d79cz7j d79m3k2 d798zmq d795kc6 d795nb4 d79bxk9 d79tkpx d7983m7 d79fgf7 d7951s3 d798flo d79reu5 d79i4tv d79p7fh d79bcoe d799ew8 d79mjvl d798l58 d799pdf d79dmtv d79cc98 d796k8r d79jejm d794peq d796jpe d793p9c d798t8a d79wixa d79blbl d79evt9 d79l1hm d797f7l d799bef d7999h3 d798bc2 d799f8n d79dofh d794tv9 d79cm83 d7998m4 d79b8rd d79358e d797lyc d799r74 d797zao d79agwp d79dhd6 d7989k3 d79hffz d79ey8w d797v72 d797t97 d79e70m d79blh6 d79e3t5 d79f3h8 d796urr d79k71x d7a91gr d79lngh d79j9t2 d79b3b5 d79nklj d79bax1 d7991sv d79f8ff d79f29w d798gh6 d79ighr d79cog1 d79b3m0 d79gzzm d79hsiq d79lc8v d79jf10 d79e04n d79b7ap d79f4c7 d79gn9b d7a688v d79g62e d79ehwt d7988b8 d79onjx d7985il d79755u d79596y d79cwm6 d798rqe d79eeq6 d79a2ch d79c8vk d79crnj d79gk3j d79e54z d79a95h d79r8x9 d79nqx1 d79bnk8 d79ffxa d7984nb d799ma8 d79rk0b d798tpt d79a3zi d79dsw1 d79hwug d79fu9n d79hv8a d798fw1 d79beby d79adyu d79t8nz d798fm1 d797k4c d795f5x d79bzdp d7957i4 d796bbz d79kmkp d79c61f d79asdp d79on0d d79dpdj d79816n d79kyat d79bvbt d794qww d79ta7x d79tch7 d794o47 d79kp4p d79aggc d79841e d795cqj d79bc12 d79kma6 d7991t5 d79xyrb d799b04 d795bx7 d79dasu d796mhl d799d16 d79ddp2 d79os57 d7986td d798rtt d79wfg8 d79jktm d79p43a d79bj2m d79hliy d795h7m d79b32q d79ocho d79zdtq d793arf d798z16 d79d6ct d799eq2 d796u9k d799q8t d79tlp1 d793ylm d79ez4a d79f3mv d79nzp9 d79cc57 d79a07a d799ejv d79d7zs d79kgzn d7973fw d79ugkl d79gsae d796q52 d79uq7e d79ds7w d79d0ss d79o2u1 d7a2xqd d79i0fg d795veg d796ea9 d793lx1 d796vb7 d79chkw d796u12 d79d8ld d79g9ap d799ubr d798g9e d79875o d79jolb d799sl2 d7983zy d79gozd d798v1r d79nkdw d79txx9 d798bw6 d796l0a d7a2xb5 d79dhmu d796o2s d797o28 d79fm5w d799va3 d7a03jx d7a5yeb d79byan d79bqu7 d79disw d796o42 d79aqzv d79gswa d79gflq d79izr6 d79z6zh d79c8ta d79r15b d79eadb d79b9kz d797dcm d79azma d7946n9 d796ben d7970is d79s1vv d798nrh d798smc d79o0he d79r3nx d79njjh d79bpsx d796vyi d79hdac d797bmp d79any2 d79ep0g d79ezbt d79mdcy d79i9n4 d79ecrq d798ioh d79ijut d79fkmz d79bbu5 d79cnbf|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5140ox d798zya|d79h3fq|1
514e6b d79gi92 d79l0al d79mfbm|d79obm4 d79mzc8|0 1
514rn2|d79mhm1 d79y3s8 d7a14mx d79egwq d79npmp d798w26 d79e1tu d79msqt d799is9 d79u5ei d79bf4d d7a16al d79oai9 d79hrlh d7ag5ru d79dndg d79b925 d79yh0u d79yf5a d799l1g d7a4k1j d79plhu d7a8ayg d79h5so|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51798e|d79tmgi d79szxu d79td4j|0 1 0
517e1u|d79uo23 d79v9gt d79u64n|0 1 0
517yxd|d7a0mwv d79yu6w d7awtlq d79yv5e|0 0 0 0
519nfi|d7agxf1 d7apgaf d7b3ciq d7acg2o d7ar186 d7adw13 d7anu29 d7ah9x3 d7aa82y d7atfty d7au9lq d7acnuv d7ahpks d7akcnk d7afejt d7agpoa d7ajw5a d7aaif5 d7aldn4 d7a9stj d7abp14 d7aebt4 d7a9zo8|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51a90l|d7agzpv d7aj1i7 d7aq7zq d7akjvs d7alvml d7auebo d7axgf6 d7arhh4 d7ama0r d7ag85y d7avank|0 0 0 0 0 0 0 0 0 0 0
51arhj d7ajxad|d7ams0l|1
51b82k|d7ansq7 d7amztz|1 0
51bdmb|d7aqlwc d7b357n d7aqp11 d7b4kgt d7b3a9k d7ar6hs d7axsi8 d7aochf d7avhhc d7b3ju1 d7bcgny d7b2l61 d7b2wnm d7b92pq d7aqip4 d7arcus d7aqo6i d7azz4k d7avl2j d7apl3o d7at8c2 d7b2ys0 d7asy4b d7awx0p d7beop6 d7axb06 d7ark3k d7anmc4 d7b8ny8 d7at4oe d7bi2vc d7aqtn7 d7auxk3 d7brni2 d7b4ys5 d7au8js d7auyq7 d7b5xy7 d7bmatr d7be3y9 d7auisx d7anruy d7bnhgk d7anh5j d7b6465 d7aytko d7b04j3 d7aqw8d d7aogae d7beywq d7ayz3l d7asrne d7au6hr d7anibh d7apaar d7b2hrj d7b3pam d7bjojy d7b8s3d d7az4iw d7as8f1 d7anm9o d7auvnk d7bctf9 d7axwqc d7ar9rn d7awe97 d7b0tsl d7azn2d d7blksg d7az52c d7aohnt d7azx7v d7bhuxt d7aqja5 d7aww33 d7b0chg d7ao8wm d7b3gzs d7bhylv d7argvi d7bhjsc|0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51beke|d7b3i5t d7b1jvp d7b7qay d7anl5m d7anody d7ax9gr d7anjgv|1 0 0 0 0 0 0
51bffw d7ansfb d7aoktz|d7apyu0 d7aoqkf|0 1
51bruj|d7assvv d7asq69 d7arpw5 d7aqk5v|0 0 0 0
51cij0|d7awfhi d7aw8bl|0 0
51ed86|d7bayq3 d7brwlz d7bcpp2 d7baske d7bse9v d7baz04 d7bbfzz d7bmy1z|0 0 0 0 1 0 0 0
51ehub d7bcy51|d7bnup2 d7bj61i|1 0
51fd68 d7bhoux|d7bhyu6 d7bhzq7|1 0
51fi7t d7brijc|d7clmym d7bu70t|0 1
51fzov d7bmsyx d7bmwdh d7bnt7t|d7bnxar|1
51h29o|d7cfu18 d7cgpr9 d7crfzl d7cidiv d7c7e8g d7cd5vs d7cf3my d7cmt4n d7c1jcn d7ci34k d7cfcjj d7cmakj|0 0 0 0 0 0 0 0 0 0 0 0
51hvca|d7c2mt6 d7c2h8l d7c42yf d7c2t53 d7clalt d7cqhfl d7cq0lr d7c21z7 d7c25i9 d7cdw87 d7chcaf|0 0 0 0 0 0 0 0 0 0 0
51hwvq|d7c2vt0 d7c3tlt d7c7hd7 d7c2doe d7c2gfx d7c33sx|0 0 0 0 1 0
51i3f8 d7cem5w|d7cmscj d7d4e6a|1 0
51it6k|d7ca70n d7cac2r d7ca5gl d7caofq|0 0 0 0
51iz33 d7cbomm d7cbsvi|d7ccmkm|1
51j2dr|d7crgxq d7ccgpr d7cmz3g d7cwywq d7ce4uh d7cndvs d7ccrjn d7cebwr d7cnxk4 d7cr9w5 d7cdeiq d7ccolc d7cmex0 d7cpru3 d7ccx1y d7ccgk7 d7cp84q d7ct3kv d7cemqy d7ccp4f d7cumjl d7crjez d7dbn4u d7cgo95 d7cf0hu d7cm0fm d7cr7pi d7cppm3 d7ct9cp d7cddrj|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
51kjbx d7ct5sz d7cvbnm|d7cx4vr d7cz10l d7cvy9p|0 0 0
51kjbx|d7cvo7b d7cvnh4 d7cvgfb d7cx7jb d7cossq d7cp5kd d7cvl13 d7cxb4n d7cxmgt d7czrqe d7czneg d7cuxdy d7cudfk d7cr88s d7cxeom d7ct9ej d7cmg6j d7dhgh2 d7cy8zl d7cv4u2 d7ct69m d7cvkr2 d7cwf0w d7cp96f d7cy8nn d7cwd4c d7d00ux d7cr1ud d7cxdkg d7cmfsw d7dmmn9 d7cv2xd d7cuq6j d7cxxzq d7cywbz d7cvqth d7dvm0p d7cwgns d7cy1gy d7cy8hw d7d11ja d7d2bs4 d7cvcgc d7cxrue d7cwjmv d7cwkr1 d7cwsnq d7cveyc d7cpmpp d7cz73q d7cnxjo d7cv4sy d7cvrln d7czmjv d7cxcd9 d7cr8jn d7cvr51 d7cttfe d7cx3ge d7cxoao d7cx0ay d7cvtzx d7culoh d7d5ta9 d7cw9lb d7cwel2 d7cyzqs d7cqp5f d7cwyem d7ctcj0 d7d4vsg d7csnfu d7da43x d7d49dl d7d769l d7cvaso d7czor2 d7cvhdo d7cv0nx d7cxec4 d7d1nwa d7cxm33 d7cuiys d7cu8nd d7cuokm d7ctsh6 d7crcki d7cy4ij d7cz53c d7cp4lj d7cpd9b d7cx8jh d7cyntj d7cxxbp d7de890 d7cx1ze d7cz8xu d7d7wgd d7cwldo d7d2hii d7cp6s8 d7cwg8p d7ctyyo d7cym44 d7cu8ia d7cxc9r d7cu9gh d7cw806 d7cri1k d7cu30v d7cu4f4 d7cwa20 d7cv10j d7cw3uo d7dfpt7 d7d1lta d7cygfx d7ctloy d7ct2t4 d7cuajy d7d9o0a d7ctc5p d7d4qs5 d7d1qp9 d7ctxq2 d7cpyut d7cx2da d7cnf8u d7cwi3l d7cqv8g d7cw0tz d7cyycb d7cx28u d7cw3yv d7cmuqt d7cumvb d7d6cp6 d7cy0mi d7cysvw d7cmzs2 d7cn5my d7cupgb d7d5yol d7d6do5|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
51kz9f d7cplg9|d7cprg0|1
51l28w|d7dwedl d7d3jlt d7cpxme d7cudvt d7di69c d7cwep3 d7cvtz8 d7cs9pb d7cul6i d7d6p95 d7cua3c d7cxudp d7dc36t d7crqeh d7d1nl1|0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
51l2yq|d7d3gvc d7ctonb d7cy3dg d7cy58v d7cxyzo d7d0udx d7d2j2y d7cy4sz d7cqjlj d7ctti0 d7cq5ra d7cw5op d7d4yr3 d7de6ul|0 0 0 0 0 0 0 0 0 0 0 0 0 0
51l78h|d7ctpci d7d6ige d7czbze d7cqt7f d7czij7 d7csorx d7csdh5 d7efz8u d7cyvqx d7cya5o d7dpfvg d7czpam d7d92rp d7d7iam d7dc33y d7d5n0c d7dh0p7 d7cszwr d7cxzaq d7d58wh d7cui42 d7dfzxg d7cwt45 d7ct2gt d7cvkf9 d7cspzy d7d320b|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
51lcal d7cs1rc|d7d5brh d7cu49n d7d1iq7 d7dkt1b d7cx59t d7cx4gq d7csgju|0 0 0 0 0 0 0
51lfzu|d7d8oo6 d7czl0i d7d46if d7dgvif d7csxby d7cswxg d7cthhf d7e1trg d7d47p8|0 0 0 0 1 0 0 0 0
51lkz2 d7cx15a d7dfmfk d7dfpqf|d7dmhwh|1
51lmo4|d7d9otk d7dec01 d7dey5k d7d7vwk d7d5rkx d7d7hm3 d7dijjz d7dkefy d7d23i0 d7dal3r d7dqy6s d7dunzx d7dgrei d7dexdi d7d6c6d d7dqsjt d7d60b7 d7d8hal d7d3b43 d7d3n7c d7d657n d7d56ci d7d75tl d7db6lb d7ddov6 d7dg4ry d7dd002 d7dk16q d7d60iv d7d6zk1 d7d1iws d7deiye d7d7v54 d7def3u d7dou7q d7d4sd8 d7cx0pf d7diut3 d7d1o05 d7dj4gh d7dd3u9 d7d9frm d7dcl6p d7d1hka d7d4sm2 d7cuqb3 d7d4m75 d7dckf3 d7de6m3 d7devla d7czwik d7dd8qz d7dacmh d7deyqi d7d65c8 d7daimx d7dmjjp d7cx6im d7dd152 d7dxs1m d7cuwwz d7d3r3e d7d7k8z d7d3a9a d7ddjn8 d7d3sfz d7da278 d7djzss d7d9cyz d7d4ucw d7dfemg d7d5h0a d7d31o7 d7de0uy d7d88lr d7d53f4 d7d5962 d7d8h6c d7d70nn d7dgkxf|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
51lq29|d7cv8ku d7cz9to d7d66na d7cxram d7cvfjf|0 0 0 0 0
51luq7|d7cyeam d7cwqr5 d7czopr d7czw5r d7ddziv d7cx1lu d7d90aw|0 0 0 1 0 0 0
51m0j9 d7cytox|d7dj8uq|1
51m2k2|d7cybys d7cycvt d7czj7b d7cy8np d7cy9ou d7cyi38 d7cy8pi d7czhyc d7czrp8 d7cytdq d7cyjel d7cye51|0 0 0 0 0 0 1 0 0 0 0 0
51m7tp|d7d31za d7czm36 d7czjfr d7d28v8 d7d2pqt d7dmjab d7czopw|0 0 0 0 1 0 0
51m9g7 d7d12i6|d7ddvam d7d1x7j|0 1
51m9i3|d7czywt d7d01f9 d7d3sgu d7d0g6t|0 0 0 0
51mlxs|d7d4j1y d7d3iyv d7d32ml|0 0 1
51nbne|d7dh06u d7dcy5x d7dbcc0 d7daow9 d7dnppe d7d9gmc d7dd8xy d7dcpng d7d9fq3 d7deivf d7dbfun d7dagyy|0 0 0 0 0 0 0 0 0 0 0 0
51nenf|d7dc8cd d7daaw0 d7dcqit d7dfinr|0 0 0 1
51nq5b|d7dd2fz d7dde34|0 1
51o5ca|d7dgwmb d7diewy d7e5wg5 d7dub3x d7dp2zz|0 0 0 0 0
51ob7i|d7dvrao d7dk6xg d7dq07m d7drkw4|0 1 0 0
51otgn|d7dmj3n d7dmn1z|0 0
51p1an|d7dw1zo d7dohxk d7doi6w|1 0 0
51pd0a d7dri0f|d7dsk7x|1
51qqru|d7e6ncb d7e2tpw|1 0
51qswa|d7e22sl d7e2sn2 d7flh8a d7e1oth|0 0 1 0
